#GENE	SH26-1095-Vehicle	SH26-1125-TDM1	SH26-1127-TDM1	SH26-1182-Combo	SH26-1196-TDM1	SH26-1226-Combo	SH26-1239-Combo	SH26-1259-Resist	SH26-1261-TAK	SH26-1270-TAK	SH26-1274-TAK	SH26-1275-Resist	SH26-1291-Resist	SH26-1313-Vehicle
Supv3l1	247	268	541	303	313	326	404	276	221	351	335	282	274	177
Surf1	815	724	1503	980	929	1155	1126	1017	957	1495	1207	590	860	874
Surf2	611	314	516	269	346	363	387	335	241	365	389	320	231	429
Surf4	4859	6113	10373	6072	6477	5765	6971	5628	5150	4634	5228	4845	5567	4805
Surf6	356	588	782	530	591	518	647	580	400	503	553	333	453	296
Susd1	148	151	143	54	119	48	72	113	26	60	64	117	64	55
Susd2	352	179	660	144	236	122	114	231	85	106	134	281	81	340
Susd3	1205	168	374	102	109	174	125	182	74	132	133	119	210	1259
Susd4	637	260	789	409	612	722	389	254	746	181	473	508	157	135
Susd5	0	9	2	3	12	11	0	80	4	1	1	6	4	0
Susd6	1086	3458	5107	5496	4612	5380	5584	4819	3988	5380	6144	4224	5719	531
Suv39h1	237	319	338	301	313	268	308	374	217	281	354	255	146	144
Suv39h2	55	32	22	25	40	30	17	29	18	16	29	22	18	15
Suz12	358	732	710	727	605	772	659	857	526	718	1066	1659	535	200
Sv2a	8	2	8	4	5	1	7	15	10	11	5	2	2	0
Sv2b	0	0	2	0	0	1	0	0	0	1	3	8	0	0
Sv2c	18	32	36	11	13	1	12	70	2	17	18	33	10	7
Sva	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sval1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sval2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sval3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Svbp	810	548	594	490	592	753	660	579	559	604	483	228	294	1864
Svep1	94	416	331	315	404	146	161	893	132	154	513	511	107	71
Svet1	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Svil	973	2309	3973	2932	3806	2224	2887	4366	1820	3451	4002	3354	3776	355
Svip	413	434	359	264	415	423	342	255	258	391	381	326	210	286
Svop	0	0	2	0	0	0	0	0	2	1	0	3	0	0
Svopl	101	5	52	1	5	6	46	3	2	5	28	28	16	15
Svs1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Svs2	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Svs3a	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Svs3b	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Svs4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Svs5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Svs6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swap70	298	1719	1947	2268	1692	1901	2141	2289	1920	2256	2964	1448	1406	278
Swi5	5690	3766	6392	3133	3994	4260	4487	3250	3994	4653	3731	5252	2544	4963
Swsap1	132	210	273	296	276	358	333	259	254	303	325	230	245	153
Swt1	794	188	766	311	271	440	513	462	377	567	942	1139	447	420
Syap1	904	1055	1344	1195	1114	1175	1241	1112	855	1109	1643	2325	990	355
Sybu	0	24	17	30	29	29	39	59	50	19	50	25	17	9
Syce1	0	6	341	11	63	25	4	3	2	43	5	1	3	0
Syce1l	0	0	0	0	0	0	1	0	2	0	0	0	0	0
Syce2	434	107	151	71	84	110	132	86	71	133	77	103	45	310
Syce3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sycn	6	0	1	0	0	0	0	0	0	0	1	0	0	0
Sycp1	0	1	2	4	1	5	0	8	0	6	3	12	0	0
Sycp1-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sycp2	0	0	0	1	2	0	1	4	3	0	1	16	0	0
Sycp2l	0	0	0	0	0	0	1	0	0	1	0	0	0	0
Sycp3	5	3	1	0	0	0	0	2	4	1	0	3	1	0
Syde1	258	315	613	611	637	633	758	1119	459	654	740	510	448	96
Syde2	94	126	278	251	156	232	289	366	176	160	368	447	79	17
Syf2	896	1449	2216	2226	1814	2812	2593	2686	2441	2490	2933	1955	1870	1279
Syk	723	1075	1657	889	777	807	895	1754	464	1073	1275	684	284	1100
Sympk	915	2303	3352	3024	2522	2490	2563	2625	1901	2573	2654	1404	2367	836
Syn1	21	5	40	29	24	12	10	15	11	11	18	16	5	0
Syn2	14	18	66	45	64	41	38	94	41	45	132	86	22	1
Syn3	13	20	57	48	54	53	51	43	21	50	69	87	35	38
Syna	0	8	3	0	3	0	0	0	0	1	0	1	0	0
Synb	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sync	9	28	22	3	10	10	2	53	8	9	22	23	13	0
Syncrip	581	1441	1101	1001	1167	894	1068	1470	723	684	1221	2789	849	497
Syndig1	0	9	0	0	3	1	0	5	0	0	2	3	1	10
Syndig1l	0	4	0	0	1	0	0	2	0	0	0	0	0	0
Syne1	100	376	430	363	614	241	431	1495	241	547	1465	1979	280	57
Syne2	473	2395	2818	5058	3019	4803	3075	3253	2642	3242	3793	2277	2906	265
Syne3	0	154	71	135	131	89	221	251	78	155	114	82	68	12
Syne4	523	544	553	501	510	728	434	536	455	262	302	85	280	329
Syngap1	51	141	134	174	164	198	166	506	128	195	163	227	93	15
Syngr1	1054	494	1236	626	767	1059	998	364	1017	622	815	378	79	2706
Syngr2	3254	4666	5592	4817	4632	4359	4426	3773	3619	4503	3622	1897	3751	3964
Syngr3	7	5	6	4	6	1	6	0	2	2	4	7	1	18
Syngr4	0	12	1	0	4	3	0	1	0	4	0	2	0	0
Synj1	190	396	553	685	472	464	652	860	380	532	837	959	475	117
Synj2	161	1083	904	890	1130	594	751	634	430	822	539	525	750	196
Synj2bp	511	629	890	658	895	940	880	1047	709	803	1167	2338	641	354
Synm	107	253	342	232	353	336	234	901	138	337	503	548	185	56
Synpo	514	4506	3071	4685	4854	3715	2870	6476	2219	3485	4167	3282	6437	333
Synpo2	43	417	119	170	184	243	158	2150	120	152	317	387	148	19
Synpo2l	7	141	1	7	5	3	11	9	0	8	82	41	27	0
Synpr	7	12	88	54	63	179	9	5	146	39	23	7	11	81
Synrg	289	1045	1267	1601	1187	1271	1678	1702	931	1508	2121	1657	1671	178
Syp	33	84	87	95	134	207	181	460	105	144	248	174	83	19
Sypl	1356	2877	2684	2769	2435	2381	2412	2092	1762	2002	2763	3279	1569	1152
Sypl2	0	0	0	2	0	0	0	1	0	0	4	4	1	0
Sys1	2441	907	1367	877	1004	1256	1181	889	959	1232	790	478	698	2360
Syt1	0	7	11	3	0	0	1	2	0	16	1	5	0	0
Syt10	0	6	0	3	2	0	0	9	1	3	2	20	4	0
Syt11	71	188	293	252	174	304	259	379	149	218	207	154	91	145
Syt12	246	263	334	279	348	136	438	100	81	131	127	86	206	154
Syt13	141	30	147	24	32	75	57	40	38	43	29	10	52	28
Syt14	0	0	5	6	1	13	5	6	5	5	19	18	0	0
Syt15	23	84	133	81	100	101	38	83	43	79	49	44	24	52
Syt16	4	61	9	16	47	8	44	5	5	3	2	4	24	0
Syt17	32	50	83	66	51	95	23	91	60	43	65	29	75	6
Syt2	2	8	11	0	13	5	1	1	4	13	26	0	2	0
Syt3	11	32	78	63	39	81	44	59	32	37	41	30	20	38
Syt4	3	2	1	2	2	0	0	0	0	1	3	3	0	0
Syt5	63	321	138	145	260	229	28	598	83	237	128	265	102	4
Syt6	0	2	7	1	2	2	2	5	0	0	1	1	1	0
Syt7	268	153	2049	453	429	456	1381	309	130	471	1038	862	334	88
Syt8	320	1670	803	992	1372	999	876	258	919	541	238	93	489	235
Syt9	3	4	18	13	14	6	7	19	6	11	17	26	0	3
Sytl1	599	1199	1162	1168	1564	1482	1016	633	1263	1132	660	228	1813	694
Sytl2	87	969	831	587	724	1189	349	655	596	1015	415	537	369	23
Sytl3	7	91	12	52	28	89	58	82	20	67	19	20	63	0
Sytl4	40	223	117	304	285	351	251	354	227	356	246	271	434	17
Sytl5	13	103	117	265	113	122	134	147	50	516	204	196	351	0
Syvn1	1210	1342	2112	1448	1430	1513	1520	1542	1380	1487	1586	1133	1292	772
Szrd1	2137	3053	4327	3042	3688	3270	3552	2832	2829	3182	2954	1924	2610	2280
Szt2	1385	415	2206	972	742	703	765	764	491	982	951	1131	662	784
T	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T2	5	10	1	5	8	7	6	52	4	26	7	13	5	0
Taar1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Taar2	0	2	0	0	0	0	0	0	0	0	0	0	0	0
Taar3	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Taar4	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Taar5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Taar6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Taar7a	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Taar7b	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Taar7c-ps	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Taar7d	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Taar7e	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Taar7f	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Taar8a	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Taar8b	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Taar8c	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Taar9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tab1	476	627	1012	1069	881	1012	928	835	862	899	699	280	714	299
Tab2	613	1730	2599	1982	1876	2041	2271	2629	1553	2225	2965	4061	1899	459
Tab3	63	230	252	273	230	242	263	264	151	210	347	644	243	44
Tac1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Tac2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tac4	0	0	0	0	0	0	0	2	0	0	1	0	0	0
Tacc1	638	1257	2425	1815	2165	1608	3194	4486	1486	1902	5125	5188	1475	562
Tacc2	381	1443	2292	1961	1914	1513	2107	2021	1244	1580	1837	1375	1877	240
Tacc3	216	273	237	130	227	109	174	163	88	145	119	166	87	268
Taco1	133	252	349	258	244	209	275	200	143	257	218	212	187	71
Taco1os	18	12	11	8	13	11	10	20	11	9	16	3	3	42
Tacr1	26	129	112	149	144	211	17	245	101	78	87	108	354	115
Tacr2	0	1	0	3	4	3	5	0	2	1	2	1	0	0
Tacr3	0	4	0	0	0	0	0	0	0	0	0	0	0	0
Tacstd2	1057	9454	5648	9311	10391	8851	6502	3406	8204	4829	3997	1247	6587	1203
Tada1	306	327	482	313	347	424	361	352	292	407	295	260	240	69
Tada2a	145	182	233	290	183	317	334	329	274	366	330	300	168	5
Tada2b	202	526	890	596	645	667	601	677	440	520	791	792	470	22
Tada3	400	557	834	741	671	619	633	633	480	771	604	314	540	314
Taf1	333	673	742	943	839	913	878	1068	484	950	1296	1837	836	222
Taf10	3086	3255	4160	2673	2846	3381	3460	2690	3189	3522	2647	1397	2056	4428
Taf11	585	563	986	693	650	714	760	614	558	879	640	715	466	474
Taf12	1027	686	831	784	690	889	785	769	825	752	814	865	621	1103
Taf13	683	412	549	355	376	540	427	387	426	406	537	811	286	623
Taf15	437	1224	1368	1544	1379	1917	1492	2015	1526	1773	1601	2705	1355	384
Taf1a	136	125	169	138	175	182	126	217	167	173	145	133	109	97
Taf1b	258	300	379	317	262	289	369	293	226	366	386	346	168	179
Taf1c	137	222	222	286	239	236	251	306	208	267	236	85	251	117
Taf1d	815	177	180	108	156	214	197	280	263	298	245	579	142	358
Taf2	999	456	1468	710	657	652	705	783	556	685	905	1208	559	291
Taf3	118	357	431	393	402	502	603	595	368	539	692	617	452	178
Taf4	210	462	673	687	561	761	717	837	481	704	875	618	561	140
Taf4b	60	172	170	184	160	97	147	123	93	99	175	198	135	27
Taf5	104	115	121	91	65	97	96	129	110	101	110	170	68	33
Taf5l	384	799	912	783	841	916	820	641	593	795	807	514	695	438
Taf6	419	868	964	1020	938	1110	1038	922	898	1165	990	649	737	228
Taf6l	157	212	324	284	247	265	234	199	237	307	246	79	196	291
Taf7	95	185	231	176	148	227	145	189	123	192	168	256	136	157
Taf7l	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Taf7l2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Taf8	355	444	598	639	502	620	732	831	623	801	858	444	549	185
Taf9	3	10	4	1	1	2	4	6	1	5	1	4	4	0
Taf9-ps	1	0	0	0	1	0	1	0	0	2	0	0	0	1
Taf9b	214	197	236	282	168	184	152	290	87	197	255	572	147	216
Tafa1	9	4	7	11	11	1	17	14	3	19	33	22	0	0
Tafa2	0	0	0	0	1	0	0	0	2	1	0	0	0	0
Tafa3	0	0	14	0	4	11	8	4	1	7	8	5	5	0
Tafa4	6	10	1	1	10	0	0	3	0	0	0	0	0	24
Tafa5	19	40	25	65	41	55	45	156	31	54	76	22	29	17
Tagap	52	82	40	37	52	49	64	314	34	35	98	61	42	61
Tagap1	364	118	195	87	113	158	130	166	176	186	140	133	55	230
Tagln	1842	2725	1871	958	1599	1900	907	11546	2078	916	1792	1895	1481	2381
Tagln2	6592	10330	22125	9693	13843	6817	11072	8604	6281	6286	9865	6103	9075	5992
Tagln3	5	0	5	2	0	1	1	1	3	4	5	4	0	0
Tal1	37	63	108	67	106	96	119	160	68	85	171	166	45	16
Tal2	2	11	1	7	8	0	11	29	17	3	22	24	6	19
Taldo1	4303	6264	18050	7622	6608	8219	8475	5643	8503	9080	7272	2477	6756	4841
Tamm41	112	185	283	174	270	226	318	216	222	227	245	161	139	142
Tanc1	411	1314	2570	1638	1915	1412	2181	1684	1128	1594	2143	1907	1713	140
Tanc2	333	1404	1743	1622	1669	1070	1240	1134	929	1057	1281	2013	1472	398
Tango2	438	287	470	345	327	466	421	392	366	482	489	261	293	392
Tango6	81	197	310	256	216	301	401	315	279	269	346	255	335	107
Tank	637	522	688	408	415	387	417	458	307	486	509	1250	278	230
Taok1	275	1030	1152	1138	1127	1030	1114	1491	638	1098	1727	2952	1017	173
Taok2	698	1547	2045	2221	2012	2087	2323	2381	1568	2442	2977	2079	1649	523
Taok3	788	1642	5869	3373	2493	2372	2899	2099	2139	3888	3322	3830	4063	336
Tap1	472	2547	1779	1945	2008	2081	1730	1560	1064	3079	1050	612	867	661
Tap2	815	2780	2796	2654	2882	2438	2297	2419	1534	3459	2033	1058	1724	1512
Tapbp	2927	7569	9632	8852	8359	8337	8721	6247	5313	8524	6486	3260	4366	5257
Tapbpl	380	845	1332	895	966	781	824	665	428	924	813	564	611	326
Tapt1	557	914	1490	853	761	998	1020	951	724	931	1298	1403	695	534
Tarbp1	31	196	175	218	220	151	194	192	66	110	243	190	174	14
Tarbp2	304	328	531	414	324	428	380	310	364	394	325	189	365	250
Tardbp	2213	2129	2799	1622	2132	1402	1264	1741	1192	1796	1441	2398	1597	1368
Tarm1	29	24	29	23	120	69	17	1	70	19	8	29	1	38
Tars	567	1301	1900	1383	1447	1134	1406	1280	977	1054	1128	1260	1144	311
Tars2	743	654	1203	652	758	621	507	539	538	765	601	338	557	645
Tarsl2	112	236	356	333	183	317	338	219	248	245	409	341	190	13
Tas1r1	5	1	0	0	0	0	0	0	0	0	2	0	0	0
Tas1r2	0	0	1	0	1	0	0	0	0	0	3	0	0	0
Tas1r3	9	16	16	18	13	5	18	21	14	27	29	9	8	0
Tas2r102	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tas2r103	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tas2r104	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tas2r105	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tas2r106	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tas2r107	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tas2r108	0	2	0	0	0	0	0	0	0	2	0	0	0	0
Tas2r109	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tas2r110	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tas2r111-ps2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tas2r113	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tas2r114	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tas2r115	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tas2r116	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tas2r117	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tas2r118	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Tas2r119	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tas2r120	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tas2r121	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tas2r122	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tas2r123	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tas2r124	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tas2r125	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tas2r126	0	4	0	0	0	0	0	0	0	0	0	0	0	0
Tas2r129	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tas2r130	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tas2r131	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tas2r134	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tas2r135	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Tas2r136	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tas2r137	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tas2r138	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tas2r139	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tas2r140	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tas2r141-ps4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tas2r142-ps5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tas2r143	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tas2r144	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tas2r145-ps3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tas2r146-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tasor	458	429	535	595	491	591	573	736	437	580	777	1356	508	289
Tasor2	114	363	472	375	314	288	375	398	165	302	468	769	291	113
Tasp1	216	204	273	187	190	257	236	285	209	233	232	218	125	182
Tat	0	3	1	0	2	1	109	9	32	0	48	5	4	0
Tatdn1	713	210	389	172	184	270	186	163	223	200	206	278	145	328
Tatdn2	925	1261	2108	1213	1471	1449	1768	1222	1159	1487	1723	1069	1253	569
Tatdn3	109	83	143	113	94	90	131	120	76	176	134	97	82	78
Tax1bp1	1685	3477	5329	4670	4051	4718	4696	5027	3551	4171	5900	8353	4638	1485
Tax1bp3	918	871	1638	1311	1168	1209	1236	742	996	1168	1136	721	1090	206
Taz	1218	658	997	797	811	1112	901	926	754	1236	976	483	728	939
Tbata	4	24	6	13	6	1	4	19	3	1	6	14	6	0
Tbc1d1	284	1154	789	1055	1316	812	995	1171	594	920	989	685	967	354
Tbc1d10a	469	679	792	880	735	840	1010	817	760	1952	1156	322	743	582
Tbc1d10b	596	1103	1438	1284	1168	1277	1264	1364	957	1488	1294	571	1024	410
Tbc1d10c	42	67	22	20	15	20	17	126	9	22	20	11	5	34
Tbc1d12	134	155	159	184	127	161	158	200	91	179	262	326	164	30
Tbc1d13	600	913	1919	1289	1229	1156	1340	1223	940	1377	1316	844	1138	715
Tbc1d14	621	1002	2197	1154	1181	1211	1300	1221	887	1171	1522	889	953	519
Tbc1d15	812	1079	1862	1129	972	1031	1298	1038	792	1280	1545	1841	1207	248
Tbc1d16	355	286	1193	657	520	604	930	942	418	841	1033	665	476	276
Tbc1d17	704	930	2086	1642	1044	1789	1742	1376	1291	2029	1719	585	1312	603
Tbc1d19	163	265	373	312	246	396	376	385	262	313	296	477	291	67
Tbc1d2	622	807	1575	1166	1162	863	1162	418	742	850	833	345	1003	627
Tbc1d20	1526	1650	3168	2628	2014	2761	3280	2653	2538	2874	4136	2206	2013	1723
Tbc1d21	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tbc1d22a	519	739	1511	1397	1157	1233	1473	1374	911	1275	1508	709	1184	613
Tbc1d22b	240	514	1048	647	592	679	817	653	598	840	753	661	667	310
Tbc1d22bos	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tbc1d23	264	277	531	425	378	446	519	739	285	356	612	988	355	143
Tbc1d24	85	46	442	94	65	77	117	121	47	148	251	352	35	70
Tbc1d25	159	185	326	363	300	317	317	303	253	325	297	176	324	83
Tbc1d2b	618	1372	1564	1713	1764	1199	1574	2244	900	1511	1721	1270	1312	309
Tbc1d30	104	407	710	600	369	409	498	499	178	500	735	688	335	86
Tbc1d31	122	98	271	140	116	137	91	150	106	253	152	191	101	26
Tbc1d32	90	195	233	260	230	259	202	249	142	278	229	316	138	73
Tbc1d4	112	444	259	255	147	206	202	546	116	226	462	652	98	44
Tbc1d5	166	611	758	905	686	602	834	913	464	791	892	754	534	110
Tbc1d7	185	170	370	268	190	227	265	206	171	245	183	109	227	198
Tbc1d8	376	726	1857	1156	1129	1426	1331	1845	1445	1667	3231	2029	2644	227
Tbc1d8b	241	398	470	549	415	447	469	406	261	336	516	1196	465	21
Tbc1d9	138	752	773	802	726	720	656	1087	423	489	898	542	363	212
Tbc1d9b	1290	1874	4168	3204	2894	3040	3773	3673	2330	4173	4141	2726	3417	605
Tbca	7417	1980	3300	1547	2175	2557	3057	1676	2753	2904	2339	2138	1346	7473
Tbcb	1515	1932	2477	1602	1810	1902	2386	1509	1810	2098	1603	843	1462	2687
Tbcc	365	430	750	651	575	723	499	594	542	590	548	209	361	573
Tbccd1	253	279	453	379	264	411	302	320	299	406	394	312	277	177
Tbcd	414	1176	1434	1456	1426	1307	1528	1370	1147	1418	1403	665	1151	507
Tbce	316	222	369	262	295	328	343	350	287	316	345	480	355	95
Tbcel	264	1239	1347	1668	1452	1643	1998	2121	1307	1563	2345	2050	1556	161
Tbck	157	254	393	330	277	256	311	326	228	368	396	365	257	222
Tbk1	811	700	1182	900	926	927	995	999	742	969	1268	1014	773	593
Tbkbp1	373	398	799	467	582	483	556	718	319	546	813	513	291	205
Tbl1x	350	1393	2209	1777	1548	1438	1658	1727	942	1761	1694	2039	1421	243
Tbl1xr1	368	839	1249	847	749	682	790	949	464	827	887	1483	650	239
Tbl2	186	593	628	663	547	639	528	611	400	507	547	605	591	212
Tbl3	440	652	1291	740	870	590	885	568	591	705	593	382	643	362
Tbp	270	364	346	305	276	297	313	292	229	292	373	605	213	108
Tbpl1	602	543	562	547	491	793	708	666	585	607	601	734	355	535
Tbpl2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tbr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tbrg1	2343	3087	2906	2581	2658	2553	2866	2210	2265	2877	2344	1309	2194	2013
Tbrg4	425	405	881	542	554	416	584	540	380	480	458	277	504	273
Tbx1	131	941	367	1305	1069	1234	779	878	994	1297	744	345	892	252
Tbx10	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Tbx15	0	0	3	4	9	6	7	5	1	9	8	39	4	0
Tbx18	0	4	2	2	2	3	7	15	8	3	5	2	2	0
Tbx19	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tbx2	345	413	726	703	743	804	892	2103	564	1072	1603	714	547	215
Tbx20	0	25	2	2	0	0	2	1	5	9	43	24	16	0
Tbx21	2	56	8	10	17	9	20	59	9	19	15	13	4	0
Tbx22	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tbx3	54	107	227	168	386	218	339	434	185	228	599	517	163	0
Tbx3os1	0	4	8	1	4	0	4	20	6	9	15	24	1	3
Tbx3os2	0	0	0	0	0	1	0	0	4	4	0	0	0	0
Tbx4	106	214	404	328	375	300	399	1558	184	413	755	475	289	69
Tbx5	33	182	209	186	219	216	263	533	147	292	636	448	200	80
Tbx6	25	14	9	16	9	15	9	18	26	39	23	3	10	0
Tbxa2r	14	65	85	38	49	52	33	108	13	49	35	22	38	10
Tbxas1	598	163	873	206	216	194	266	360	184	346	324	201	60	763
Tc2n	1169	576	1611	561	496	566	535	377	453	618	951	4141	776	854
Tcaf1	278	480	1033	769	610	874	739	969	527	807	1043	1126	478	127
Tcaf2	78	134	185	226	191	186	124	225	128	108	157	183	130	33
Tcaf3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tcaim	206	100	191	134	113	167	170	172	155	161	223	269	130	112
Tcam1	0	4	0	0	2	7	0	4	3	5	6	2	3	14
Tcap	84	867	18	128	26	29	11	208	21	280	1498	380	494	27
Tcea1	605	668	877	559	625	554	711	560	493	539	694	1565	325	849
Tcea1-ps1	8	9	28	14	16	18	18	12	14	13	18	30	4	5
Tcea2	36	38	50	28	68	60	78	51	48	53	38	37	28	95
Tcea3	791	636	2011	758	786	800	778	727	671	876	954	812	883	522
Tceal1	91	104	150	128	79	110	105	148	90	165	143	252	89	76
Tceal3	0	12	2	15	7	9	7	26	4	5	6	16	5	0
Tceal5	0	2	1	2	2	2	3	3	4	5	2	0	0	0
Tceal6	0	0	5	0	0	9	0	8	3	0	0	4	0	0
Tceal7	0	0	1	0	0	0	0	0	0	1	2	0	0	0
Tceal8	415	1037	639	942	799	1025	970	980	881	577	738	1576	281	868
Tceal9	14164	6234	11309	9777	6787	13279	11458	7672	14685	12673	11227	9471	8047	10155
Tceanc	460	45	104	83	69	70	116	100	74	208	135	244	52	177
Tceanc2	339	240	232	599	29	306	82	641	256	351	698	66	519	75
Tcerg1	331	782	621	653	909	673	940	884	582	640	783	1318	652	97
Tcerg1l	22	17	12	7	12	10	5	6	1	10	10	8	22	0
Tcf12	288	1201	1139	1383	1324	934	1268	1515	701	1114	1455	2002	1025	106
Tcf15	0	6	5	6	1	0	2	11	3	3	1	4	4	7
Tcf19	204	197	260	217	234	211	178	282	130	206	181	117	148	81
Tcf20	425	981	1762	1460	1201	1141	1421	1350	868	1685	1702	1472	1276	216
Tcf21	152	179	270	188	569	176	154	642	156	353	1030	221	101	48
Tcf23	0	19	16	40	43	12	113	211	58	28	183	163	66	0
Tcf24	16	247	45	109	147	50	107	90	44	47	32	41	44	17
Tcf25	3118	5078	7065	5804	6070	5378	5969	5549	4263	6151	5263	3943	5625	2327
Tcf3	706	1240	1733	1347	1366	1263	1349	1353	865	1373	1058	460	950	306
Tcf4	247	1376	1292	1186	1522	1047	1333	2640	762	1099	1676	2403	1330	630
Tcf7	37	469	168	217	209	167	276	627	80	166	243	288	115	65
Tcf7l1	167	790	1092	914	934	738	675	865	546	402	681	635	383	161
Tcf7l2	237	164	523	276	226	305	333	368	216	346	385	426	279	139
Tcfl5	0	2	3	0	3	3	0	0	1	3	3	0	0	0
Tchh	48	459	219	467	545	480	695	422	213	347	253	263	315	50
Tchhl1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tchp	104	182	233	219	228	286	317	332	256	275	277	202	178	35
Tcim	378	1114	440	652	974	465	834	1024	599	515	886	1010	520	503
Tcirg1	2289	735	1728	1379	1193	1564	1346	1179	1140	1454	1295	499	589	2707
Tcl1	0	0	0	0	0	3	0	0	3	0	0	0	0	0
Tcl1b1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tcl1b2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tcl1b3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tcl1b4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tcl1b5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tcn2	3209	4046	6724	6401	5191	5920	5526	5004	4490	6164	7371	7223	6768	3941
Tcof1	183	669	660	781	599	518	496	808	372	594	563	376	429	110
